,SK_ID_CURR,CREDIT_ACTIVE,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE
769,380361,Active,-357,0,1119.0,,0,45000.0,0.0,45000.0,0.0,Credit card,-130
770,380361,Closed,-917,0,-187.0,-759.0,0,74439.0,0.0,0.0,0.0,Consumer credit,-748
772,380361,Closed,-1146,0,681.0,-780.0,0,2025000.0,0.0,0.0,0.0,Consumer credit,-769
773,380361,Closed,-1622,0,-1074.0,-1073.0,0,540000.0,0.0,0.0,0.0,Consumer credit,-1006
774,380361,Closed,-2631,0,-804.0,-1096.0,0,2205000.0,0.0,0.0,0.0,Car loan,-944
775,380361,Closed,-1449,0,-1084.0,-1267.0,0,60480.0,0.0,0.0,0.0,Consumer credit,-1259
777,380361,Closed,-749,0,-111.0,-110.0,0,1267843.5,0.0,,0.0,Consumer credit,-110
780,380361,Active,-112,0,2445.0,,0,2187000.0,2177275.5,,0.0,Consumer credit,-8
786,408647,Active,-561,0,1265.0,,0,900000.0,725854.5,0.0,0.0,Consumer credit,-11
787,275240,Closed,-2341,0,-1974.0,-1974.0,0,112500.0,0.0,0.0,0.0,Consumer credit,-1496
789,275240,Closed,-1147,0,-964.0,-969.0,0,88848.0,0.0,0.0,0.0,Consumer credit,-968
790,399518,Closed,-941,0,,-823.0,0,0.0,0.0,,0.0,Credit card,-466
793,215382,Closed,-1645,0,-1553.0,-1553.0,0,38362.5,0.0,0.0,0.0,Consumer credit,-162
803,291600,Active,-100,0,266.0,,0,119200.5,103752.0,0.0,0.0,Consumer credit,-38
804,359759,Closed,-2431,0,-2339.0,-2329.0,0,48078.0,0.0,0.0,0.0,Consumer credit,-902
807,359759,Closed,-1468,0,-920.0,-920.0,0,612900.0,0.0,0.0,0.0,Consumer credit,-852
809,359759,Closed,-2430,0,-2339.0,-2339.0,0,48078.0,0.0,,0.0,Consumer credit,-849
811,359759,Closed,-2595,0,-2227.0,-2225.0,0,466200.0,,,0.0,Consumer credit,-2221
814,387252,Active,-2911,0,2234.0,,0,5730750.0,3734041.5,0.0,0.0,Mortgage,-11
815,387252,Active,-1490,0,31062.0,,0,270000.0,267943.5,,0.0,Credit card,-16
816,279707,Closed,-531,0,-165.0,-165.0,0,225000.0,0.0,0.0,0.0,Consumer credit,-162
823,192801,Active,-1042,0,,,0,450000.0,437553.0,12447.0,0.0,Credit card,-9
827,417125,Closed,-1211,0,-907.0,-883.0,0,153211.5,,,0.0,Consumer credit,-880
830,417125,Closed,-359,0,-85.0,-328.0,0,73741.5,0.0,0.0,0.0,Consumer credit,-327
832,311464,Closed,-1863,0,-1743.0,-1800.0,0,27187.2,0.0,,0.0,Consumer credit,-719
833,311464,Active,-566,0,844.0,,0,135000.0,0.0,0.0,0.0,Credit card,-14
837,311464,Active,-106,0,,,0,153218.655,129123.0,24092.595,0.0,Credit card,-22
844,200527,Active,-1666,0,158.0,,0,450000.0,69408.0,0.0,0.0,Consumer credit,-6
846,200527,Closed,-824,0,-521.0,-581.0,0,89415.0,0.0,0.0,0.0,Consumer credit,-580
847,393321,Active,-264,0,833.0,,0,450000.0,,,0.0,Consumer credit,-19
852,427773,Active,-824,0,266.0,,0,540000.0,0.0,0.0,0.0,Credit card,-98
855,332942,Closed,-1490,0,9470.0,-1476.0,0,0.0,,,0.0,Credit card,-1476
858,332942,Closed,-608,0,-243.0,-243.0,0,174002.805,0.0,0.0,0.0,Consumer credit,-240
859,332942,Closed,-393,0,-89.0,-89.0,0,58191.57,0.0,0.0,0.0,Consumer credit,-86
862,367696,Closed,-641,0,455.0,-582.0,0,117000.0,0.0,0.0,0.0,Consumer credit,-575
863,367696,Closed,-1057,0,-875.0,-873.0,0,31468.5,0.0,,0.0,Consumer credit,-873
864,101060,Closed,-1087,0,-874.0,-902.0,0,74242.8,0.0,,0.0,Consumer credit,-711
865,101060,Active,-709,0,783.0,,0,395940.69,270998.82,,0.0,Consumer credit,-7
866,101060,Active,-886,0,479.0,,0,270000.0,137875.5,0.0,0.0,Credit card,-26
874,281040,Closed,-1490,0,-1217.0,-1217.0,0,62811.0,0.0,0.0,0.0,Consumer credit,-868
876,281040,Active,-298,0,156.0,,0,175500.0,76252.5,0.0,0.0,Consumer credit,-24
879,281040,Closed,-617,0,-284.0,-258.0,0,155385.0,,,0.0,Consumer credit,-252
885,298496,Closed,-1031,0,-637.0,-816.0,0,251734.5,0.0,,0.0,Consumer credit,-713
886,298496,Closed,-1002,0,-818.0,-818.0,0,83209.5,0.0,0.0,0.0,Consumer credit,-787
887,298496,Closed,-1039,0,-855.0,-886.0,0,900000.0,0.0,0.0,0.0,Consumer credit,-868
889,296586,Closed,-1207,0,-1029.0,-1029.0,0,30838.5,0.0,,0.0,Consumer credit,-393
899,190334,Active,-372,0,935.0,,0,225000.0,200002.5,0.0,0.0,Credit card,-30
905,190334,Active,-518,0,1309.0,,0,1800000.0,,,0.0,Consumer credit,-28
906,157377,Closed,-2349,0,-2164.0,-2152.0,0,23845.5,0.0,0.0,0.0,Consumer credit,-848
907,157377,Closed,-1353,0,-1198.0,-1203.0,0,42750.0,0.0,0.0,0.0,Consumer credit,-1202
917,157377,Active,-232,0,77.0,,0,249834.6,80763.435,0.0,0.0,Consumer credit,-6
919,250967,Active,-706,0,1073.0,,0,0.0,0.0,0.0,0.0,Credit card,-5
920,250967,Closed,-658,0,-348.0,-442.0,0,44910.0,0.0,,0.0,Consumer credit,-383
926,388017,Closed,-2461,0,-2373.0,-2371.0,0,30357.0,,,0.0,Consumer credit,-2076
933,213544,Closed,-1761,0,-1215.0,-1257.0,0,278019.0,0.0,0.0,0.0,Consumer credit,-703
934,213544,Active,-63,0,760.0,,0,261000.0,253489.5,0.0,0.0,Consumer credit,-21
943,181753,Closed,-1844,0,-1569.0,-1781.0,0,50418.0,0.0,0.0,0.0,Consumer credit,-1606
950,206782,Closed,-1973,0,-1607.0,-1607.0,0,126400.5,,,0.0,Consumer credit,-1607
951,206782,Closed,-1707,0,-1222.0,-1222.0,0,293593.5,,,0.0,Consumer credit,-1222
954,127759,Closed,-558,0,1268.0,-286.0,0,3764646.0,0.0,,0.0,Consumer credit,-285
959,240790,Closed,-2440,0,-2306.0,-679.0,0,17505.0,0.0,0.0,0.0,Consumer credit,-597
964,138133,Closed,-2668,0,-841.0,-888.0,0,1462950.0,,,0.0,Car loan,-875
965,138133,Active,-845,0,981.0,,0,2606850.0,1441183.5,0.0,0.0,Car loan,-15
966,138133,Active,-755,0,,,0,243000.0,22815.0,220183.74,0.0,Credit card,-15
969,429972,Active,-504,0,31054.0,,0,157500.0,153413.82,4086.18,0.0,Credit card,-7
973,429972,Closed,-740,0,-132.0,-253.0,0,152932.05,0.0,0.0,0.0,Consumer credit,-252
974,429972,Active,-460,0,,,0,157500.0,153409.5,4086.18,0.0,Credit card,-16
976,325662,Active,-582,0,3228.0,,0,360000.0,368302.5,0.0,0.0,Credit card,-5
981,453027,Closed,-1193,0,-581.0,-581.0,0,130030.2,0.0,0.0,0.0,Consumer credit,-575
983,136270,Active,-107,0,1727.0,,0,450000.0,401160.015,48839.985,0.0,Credit card,-6
987,120474,Closed,-1023,0,-873.0,-873.0,0,92596.5,0.0,0.0,0.0,Consumer credit,-869
990,120474,Closed,-1026,0,-873.0,-813.0,0,92596.5,,,0.0,Consumer credit,-810
991,120474,Active,-897,0,,,0,360000.0,,,0.0,Credit card,-10
993,394070,Closed,-56,0,-32.0,-14.0,0,326835.0,,,0.0,Consumer credit,-7
995,394070,Closed,-831,0,-708.0,-708.0,0,24963.84,0.0,0.0,0.0,Consumer credit,-681
997,285342,Closed,-110,0,468.0,-36.0,0,188700.525,0.0,,0.0,Consumer credit,-33
1002,287088,Closed,-2787,0,-2512.0,-2477.0,0,157500.0,,,0.0,Consumer credit,-2477
1004,287088,Closed,-2517,0,-1838.0,-1838.0,0,1703475.0,,,0.0,Credit card,-1838
1006,220033,Active,-362,0,1362.0,,0,4500.0,0.0,4500.0,0.0,Credit card,-25
1007,220033,Closed,-2295,0,-469.0,-1545.0,0,257863.5,,,0.0,Consumer credit,-1545
1009,220033,Closed,-1483,0,343.0,-1237.0,0,675000.0,,,0.0,Consumer credit,-1237
1012,220033,Active,-565,0,1261.0,,0,671850.0,,,0.0,Consumer credit,-21
1016,194559,Active,-894,0,-314.0,,0,93375.0,11915.415,,0.0,Consumer credit,-400
1017,194559,Active,-785,0,281.0,,0,90000.0,0.0,0.0,0.0,Credit card,-71
1020,194559,Closed,-1432,0,-1251.0,-783.0,0,30046.5,0.0,,0.0,Consumer credit,-782
1021,194559,Closed,-783,0,-418.0,-477.0,0,67950.0,0.0,0.0,0.0,Consumer credit,-470
1022,291292,Closed,-2411,0,-2047.0,-2056.0,0,45000.0,0.0,0.0,0.0,Credit card,-2040
1026,291292,Active,-1223,0,,,0,27000.0,0.0,,0.0,Credit card,-905
1028,291292,Closed,-1269,0,-538.0,-538.0,0,195999.21,0.0,0.0,0.0,Consumer credit,-534
1038,254062,Closed,-963,0,-690.0,-6.0,0,90000.0,0.0,,0.0,Consumer credit,-5
1039,254062,Active,-1225,0,,,0,18000.0,0.0,0.0,0.0,Credit card,-9
1041,237164,Closed,-1098,0,-8.0,-518.0,0,0.0,0.0,0.0,0.0,Credit card,-499
1043,381254,Active,-258,0,31069.0,,0,18000.0,14746.5,,0.0,Credit card,-19
1047,235604,Closed,-2492,0,-1945.0,-2436.0,0,67500.0,0.0,0.0,0.0,Consumer credit,-716
1049,235604,Closed,-51,0,-35.0,-47.0,0,22500.0,0.0,0.0,0.0,Consumer credit,-43
1056,235604,Active,-2056,0,-1750.0,,0,44896.5,0.0,0.0,0.0,Consumer credit,-29
1058,284085,Closed,-536,0,-353.0,-353.0,0,173051.82,0.0,0.0,0.0,Consumer credit,-351
1069,370938,Closed,-1496,0,-1404.0,-1404.0,0,21649.5,0.0,,0.0,Consumer credit,-1401
1071,370938,Active,-1129,0,1064.0,,1,90000.0,61506.45,0.0,0.0,Credit card,-32
1073,183382,Closed,-2505,0,-1409.0,-1480.0,0,135000.0,0.0,0.0,0.0,Consumer credit,-642
1077,113548,Sold,-151,0,764.0,,0,435973.5,,,0.0,Consumer credit,-24
1079,113548,Active,-344,0,-40.0,,0,155236.5,0.0,0.0,0.0,Consumer credit,-40
1082,387522,Closed,-861,0,,-426.0,0,281250.0,0.0,0.0,0.0,Credit card,-422
1084,387522,Active,-617,0,10340.0,,0,126000.0,,,0.0,Credit card,-7
1088,312925,Closed,-2920,0,31055.0,-2145.0,0,130500.0,0.0,,0.0,Credit card,-2145
1090,427471,Active,-321,0,31054.0,,0,0.0,0.0,0.0,0.0,Credit card,-152
1091,427471,Closed,-1399,0,-1126.0,-1037.0,0,37210.5,0.0,0.0,0.0,Consumer credit,-1037
1093,427471,Active,-504,0,617.0,,0,31500.0,36409.5,0.0,0.0,Credit card,-48
1094,427471,Closed,-1224,0,-950.0,-984.0,0,21546.0,0.0,,0.0,Consumer credit,-980
1097,427471,Active,-250,0,482.0,,0,170640.0,133956.0,0.0,0.0,Consumer credit,-34
1099,278144,Closed,-2062,0,-1698.0,-1699.0,0,90000.0,,,0.0,Consumer credit,-1699
1100,278144,Closed,-1490,0,-1461.0,-1029.0,0,24678.0,,,0.0,Consumer credit,-1026
1101,278144,Closed,-1462,0,-1097.0,-994.0,0,149481.0,,,0.0,Consumer credit,-991
1107,221655,Active,-665,0,824.0,,0,667008.0,470647.215,,0.0,Consumer credit,-24
1109,221655,Closed,-2365,0,-2061.0,-2061.0,0,195750.0,0.0,0.0,0.0,Consumer credit,-2061
1110,136980,Closed,-1376,0,-1008.0,-1253.0,0,123835.5,0.0,0.0,0.0,Consumer credit,-1249
1115,136980,Closed,-1687,0,-1322.0,-1322.0,0,47709.0,0.0,0.0,0.0,Consumer credit,-1321
1119,287268,Active,-47,0,685.0,,0,198508.5,191083.455,,0.0,Consumer credit,-7
1125,251451,Active,-1077,0,754.0,,0,0.0,0.0,0.0,0.0,Credit card,-7
1129,251451,Closed,-1175,0,-1081.0,-1080.0,0,13500.0,0.0,0.0,0.0,Credit card,-817
1133,382758,Active,-952,0,739.0,,0,225000.0,202932.0,0.0,0.0,Credit card,-47
1136,382758,Closed,-337,0,-217.0,-188.0,0,74677.5,,,0.0,Consumer credit,-182
1137,251451,Closed,-1302,0,-1118.0,-1029.0,0,81693.0,,,0.0,Consumer credit,-1026
1147,287332,Active,-132,0,233.0,,0,111699.0,111699.0,,0.0,Consumer credit,-115
1150,377029,Closed,-809,0,-627.0,-627.0,0,32805.0,0.0,0.0,0.0,Consumer credit,-622
1151,377029,Active,-809,0,,,0,0.0,0.0,0.0,0.0,Credit card,-18
1152,246557,Active,-1193,0,-495.0,,0,0.0,0.0,0.0,0.0,Credit card,-151
1155,246557,Closed,-2906,0,-2663.0,-2663.0,0,18400.5,0.0,0.0,0.0,Consumer credit,-2659
1157,439104,Closed,-748,0,-442.0,-442.0,0,82719.0,0.0,0.0,0.0,Consumer credit,-139
1159,439104,Closed,-1955,0,-1709.0,-1698.0,0,136710.0,0.0,0.0,0.0,Consumer credit,-857
1160,439104,Active,-2682,0,-1940.0,,0,0.0,0.0,0.0,0.0,Credit card,-988
1161,439104,Closed,-1072,0,24.0,-433.0,0,494028.0,0.0,0.0,0.0,Consumer credit,-420
1162,439104,Closed,-1433,0,-701.0,-1036.0,0,112455.0,0.0,0.0,0.0,Consumer credit,-989
1166,439104,Closed,-1954,0,-1709.0,-1728.0,0,136710.0,0.0,,0.0,Consumer credit,-1696
1170,439104,Active,-582,0,514.0,,0,324396.0,192015.0,,0.0,Consumer credit,-11
1171,406913,Closed,-1297,0,-932.0,-932.0,0,153675.0,0.0,,0.0,Consumer credit,-918
1174,165946,Closed,-2331,0,-2147.0,-2156.0,0,42972.255,0.0,,0.0,Consumer credit,-457
1177,165946,Active,-280,0,739.0,,0,360000.0,135823.5,0.0,0.0,Credit card,-13
1180,165946,Closed,-1426,0,-1062.0,-1275.0,0,90000.0,,,0.0,Consumer credit,-480
1182,315173,Closed,-1813,0,-1569.0,-1549.0,0,34470.0,0.0,0.0,0.0,Consumer credit,-739
1183,315173,Active,-867,0,594.0,,0,643500.0,348934.5,0.0,0.0,Consumer credit,-59
1184,315173,Active,-867,0,594.0,,0,643500.0,531531.0,0.0,0.0,Consumer credit,-511
1187,315173,Closed,-1707,0,,-250.0,0,66150.0,0.0,0.0,0.0,Credit card,-168
1197,388298,Active,-319,0,31173.0,,0,112500.0,83506.5,0.0,0.0,Credit card,-7
1200,388298,Closed,-993,0,-810.0,-810.0,0,16735.5,0.0,,0.0,Consumer credit,-801
1202,388298,Closed,-795,0,-491.0,-491.0,0,123692.805,0.0,0.0,0.0,Consumer credit,-486
1206,388298,Closed,-314,0,-132.0,-132.0,0,26451.0,0.0,0.0,0.0,Consumer credit,-129
1207,281741,Active,-142,0,157.0,,0,180000.0,0.0,0.0,0.0,Credit card,-65
1208,281741,Active,-406,0,688.0,,0,135000.0,102577.5,0.0,0.0,Consumer credit,-65
1210,281741,Closed,-623,0,-534.0,-504.0,0,80325.0,,,0.0,Consumer credit,-498
1215,324653,Closed,-420,0,-55.0,-267.0,0,63000.0,0.0,0.0,0.0,Consumer credit,-266
1219,324653,Closed,-398,0,1426.0,-90.0,0,1350000.0,,,0.0,Consumer credit,-26
1223,104166,Closed,-2178,0,-352.0,-1052.0,0,400500.0,0.0,0.0,0.0,Consumer credit,-1047
1226,104166,Closed,-579,0,-214.0,-274.0,0,675000.0,,,0.0,Car loan,-274
1229,104166,Closed,-1209,0,-904.0,-904.0,0,93658.68,0.0,0.0,0.0,Consumer credit,-904
1230,104166,Closed,-861,0,-254.0,-253.0,0,3105000.0,,,0.0,Consumer credit,-253
1232,438643,Closed,-653,0,77.0,-502.0,0,111739.5,0.0,0.0,0.0,Consumer credit,-499
1233,438643,Closed,-805,0,-713.0,-713.0,0,111361.5,0.0,0.0,0.0,Consumer credit,-676
1241,438643,Active,-419,0,,,0,0.0,0.0,0.0,0.0,Credit card,-155
1242,141059,Active,-1023,0,72.0,,0,369000.0,121941.0,0.0,0.0,Credit card,-7
1243,141059,Active,-168,0,-138.0,,0,270000.0,158787.0,0.0,0.0,Credit card,-16
1246,141059,Closed,-1301,0,-569.0,-569.0,0,382977.0,,,0.0,Consumer credit,-569
1257,128259,Active,-455,0,641.0,,0,332010.0,235309.5,0.0,0.0,Consumer credit,-41
1258,277352,Closed,-2827,0,-1387.0,-919.0,0,900000.0,0.0,,0.0,Loan for business development,-919
1261,385277,Closed,-1538,0,-807.0,-807.0,0,540000.0,0.0,0.0,0.0,Consumer credit,-546
1265,385277,Closed,-1574,0,-1029.0,-1015.0,0,450000.0,,,0.0,Credit card,-1015
1269,108357,Closed,-863,0,-560.0,-560.0,0,128434.5,0.0,0.0,0.0,Consumer credit,-539
1274,108357,Active,-129,0,419.0,,0,265185.0,227641.5,0.0,0.0,Consumer credit,-24
1278,354422,Closed,-1331,0,-960.0,-953.0,0,98100.0,0.0,0.0,0.0,Consumer credit,-920
1279,354422,Closed,-783,0,-53.0,-275.0,0,709033.5,,,0.0,Consumer credit,-275
1280,354422,Active,-78,0,1748.0,,0,2250000.0,2225637.0,,0.0,Consumer credit,-5
1286,170937,Active,-277,0,269.0,,0,315000.0,184342.5,0.0,0.0,Consumer credit,-22
1290,158282,Active,-183,0,1008.0,,0,67500.0,0.0,0.0,0.0,Credit card,-59
1291,158282,Active,-183,0,547.0,,0,450000.0,388642.5,0.0,0.0,Consumer credit,-59
1292,283850,Closed,-1489,0,-758.0,-758.0,0,900000.0,0.0,0.0,0.0,Consumer credit,-267
1295,283850,Closed,-2014,0,-1836.0,-1836.0,0,83443.5,0.0,,0.0,Consumer credit,-1830
1296,283850,Closed,-621,0,-440.0,-412.0,0,165807.0,,,0.0,Consumer credit,-406
1297,283850,Active,-330,0,765.0,,0,496800.0,,,0.0,Consumer credit,-36
1302,299829,Closed,-828,0,10129.0,-430.0,0,0.0,,,0.0,Credit card,-430
1308,299700,Closed,-492,0,1335.0,-240.0,0,1575000.0,,,0.0,Consumer credit,-240
1309,299700,Closed,-453,0,1373.0,-271.0,0,675000.0,,,0.0,Consumer credit,-271
1311,299700,Active,-287,0,1539.0,,0,900000.0,,,0.0,Consumer credit,-33
1319,340956,Closed,-1051,0,47.0,-159.0,0,1800000.0,,,0.0,Car loan,-159
1321,212159,Closed,-1400,0,-1034.0,-1031.0,0,57600.0,0.0,0.0,0.0,Consumer credit,-714
1327,212159,Active,-81,0,285.0,,0,135000.0,115321.5,0.0,0.0,Consumer credit,-20
1333,242476,Active,-707,0,612.0,,0,432000.0,342013.5,0.0,0.0,Credit card,-35
1334,242476,Closed,-2156,0,-2004.0,-2004.0,0,32949.0,0.0,0.0,0.0,Consumer credit,-2004
1343,394888,Closed,-2726,0,-2541.0,-2523.0,0,44014.5,0.0,0.0,0.0,Consumer credit,-789
1351,312038,Closed,-756,0,-26.0,-26.0,0,315000.0,0.0,0.0,0.0,Consumer credit,-24
1354,108023,Active,-243,0,488.0,,0,318809.61,222878.835,0.0,0.0,Consumer credit,-9
1358,174225,Closed,-879,0,-149.0,-149.0,0,279720.0,0.0,0.0,0.0,Consumer credit,-96
1363,174225,Active,-2134,0,65.0,,0,90000.0,,,0.0,Credit card,-22
1364,174225,Active,-61,0,31172.0,,0,64084.5,64174.5,,0.0,Credit card,-31
1371,311349,Active,-61,0,243.0,,0,40500.0,36699.03,0.0,0.0,Consumer credit,-26
1372,450426,Closed,-2515,0,-2179.0,-2208.0,0,41668.65,0.0,0.0,0.0,Consumer credit,-2208
1374,450426,Active,-471,0,,,0,225000.0,,,0.0,Credit card,-18
1375,450426,Active,-587,0,142.0,,0,104265.0,,,0.0,Consumer credit,-15
1381,372859,Closed,-709,0,-587.0,-587.0,0,52425.0,0.0,0.0,0.0,Consumer credit,-587
1382,372859,Closed,-686,0,-139.0,-139.0,0,141750.0,0.0,0.0,0.0,Consumer credit,-136
1386,380483,Closed,-2852,0,-2548.0,-2548.0,0,31446.0,0.0,,0.0,Consumer credit,-1725
1387,380483,Closed,-2853,0,-2548.0,-2462.0,0,31446.9,0.0,0.0,0.0,Consumer credit,-2462
1390,125010,Closed,-1193,0,-827.0,-1102.0,0,107910.0,0.0,0.0,0.0,Consumer credit,-1102
1392,125010,Closed,-586,0,-40.0,-555.0,0,146988.0,0.0,0.0,0.0,Consumer credit,-551
1393,385226,Closed,-583,0,10374.0,-372.0,0,4500.0,0.0,0.0,0.0,Credit card,-368
1397,135785,Active,-280,0,,,0,292500.0,35293.5,257204.79,0.0,Credit card,-17
1399,251403,Active,-1812,0,369.0,,0,315000.0,0.0,0.0,0.0,Credit card,-27
1401,251403,Closed,-1811,0,-715.0,-744.0,0,1350000.0,0.0,0.0,0.0,Consumer credit,-635
1402,251403,Closed,-779,0,316.0,-595.0,0,900000.0,0.0,0.0,0.0,Consumer credit,-593
1403,251403,Closed,-2864,0,12911.0,-1660.0,0,360000.0,0.0,0.0,0.0,Credit card,-1641
1406,103953,Closed,-1728,0,98.0,-386.0,0,315000.0,0.0,0.0,0.0,Consumer credit,-59
1407,103953,Active,-166,0,31172.0,,0,315000.0,127309.5,0.0,0.0,Credit card,-21
1409,103953,Active,-1565,0,1038.0,,0,180000.0,159772.5,0.0,0.0,Credit card,-59
1411,103953,Closed,-896,0,19.0,-531.0,0,198405.0,0.0,0.0,0.0,Consumer credit,-531
1415,439352,Closed,-2837,0,-2533.0,-2275.0,0,43569.0,,,0.0,Consumer credit,-2274
1417,439352,Closed,-2298,0,-2114.0,-2109.0,0,55129.5,,,0.0,Consumer credit,-2105
1418,439352,Closed,-1506,0,-45.0,-941.0,0,1350000.0,0.0,0.0,0.0,Consumer credit,-896
1420,319779,Active,-2304,0,,,0,589950.0,0.0,589950.0,0.0,Credit card,-541
1429,377858,Active,-177,0,919.0,,0,1350000.0,1229283.0,,0.0,Consumer credit,-7
1431,164016,Closed,-975,0,-839.0,-839.0,0,31095.0,,,0.0,Consumer credit,-833
1438,196270,Active,-1592,0,1107.0,,0,360000.0,187150.5,0.0,0.0,Credit card,-7
1439,196270,Closed,-2183,0,-1087.0,-1087.0,0,180000.0,0.0,0.0,0.0,Consumer credit,-1087
1451,386628,Closed,-741,0,338.0,-161.0,0,0.0,0.0,0.0,0.0,Credit card,-125
1452,386628,Active,-1731,0,9226.0,,1,0.0,,,0.0,Credit card,-1652
1455,386628,Active,-112,0,253.0,,0,67500.0,51700.5,0.0,0.0,Consumer credit,-17
1466,326923,Active,-727,0,10232.0,,0,135000.0,,,0.0,Credit card,-42
1469,306010,Closed,-2297,0,-2083.0,-2111.0,0,49433.76,0.0,0.0,0.0,Consumer credit,-2111
1476,430110,Closed,-1128,0,-913.0,-806.0,0,74407.5,0.0,,0.0,Credit card,-566
1479,101562,Active,-1485,0,341.0,,0,675000.0,184612.5,0.0,0.0,Consumer credit,-12
1483,101562,Active,-785,0,,,0,900000.0,937026.0,0.0,0.0,Credit card,-12
1486,290113,Closed,-2822,0,-2518.0,-2518.0,0,49500.0,0.0,0.0,0.0,Consumer credit,-2513
1489,274204,Closed,-2581,0,-754.0,-821.0,0,202500.0,0.0,0.0,0.0,Consumer credit,-477
1491,274204,Active,-1097,0,-2.0,,0,360000.0,,,0.0,Consumer credit,-8
1493,397257,Closed,-93,0,-1.0,-37.0,0,35063.73,0.0,0.0,0.0,Consumer credit,-37
1495,366503,Closed,-2066,0,-1884.0,-1884.0,0,18612.0,0.0,0.0,0.0,Consumer credit,-1488
1499,410767,Closed,-2039,0,-944.0,-1223.0,0,900000.0,0.0,0.0,0.0,Consumer credit,-267
1504,253217,Active,-446,0,,,0,1350000.0,1130895.0,,0.0,Consumer credit,-15
1506,343879,Closed,-1283,0,-1041.0,-926.0,0,157801.5,,,0.0,Consumer credit,-923
1514,395345,Active,-163,0,112.0,,0,116955.0,58351.5,0.0,0.0,Consumer credit,-9
1520,187621,Active,-26,0,1076.0,,0,130500.0,0.0,0.0,0.0,Credit card,-7
1523,305208,Closed,-1395,0,-1030.0,-1030.0,0,225000.0,,,0.0,Consumer credit,-1030
1524,305208,Closed,-1217,0,-119.0,-782.0,0,507150.0,0.0,,0.0,Credit card,-779
1527,305208,Closed,-1080,0,-832.0,-832.0,0,73777.5,,,0.0,Consumer credit,-826
1534,163163,Closed,-1525,0,-1344.0,-1344.0,0,151681.5,,,0.0,Consumer credit,-1344
1536,163163,Closed,-1318,0,-997.0,-997.0,0,228465.0,0.0,0.0,0.0,Consumer credit,-997
1537,225769,Closed,-674,0,-582.0,-569.0,0,62320.5,,,0.0,Consumer credit,-562
1539,298948,Closed,-2359,0,-533.0,-909.0,0,1437750.0,0.0,,0.0,Car loan,-909
1541,445364,Active,-299,0,66.0,,0,139500.0,43249.5,,0.0,Consumer credit,-23
1544,393237,Active,-1288,0,537.0,,0,1440000.0,666828.0,0.0,0.0,Consumer credit,-14
1548,393237,Active,-148,0,103.0,,0,107771.175,58303.215,0.0,0.0,Consumer credit,-7
1551,328874,Closed,-2725,0,-2359.0,-2331.0,0,90000.0,,,0.0,Consumer credit,-2331
1554,390304,Active,-191,0,27521.0,,0,22500.0,6749.82,15750.18,0.0,Credit card,-33
1555,390304,Active,-180,0,187.0,,0,140791.5,92497.5,0.0,0.0,Consumer credit,-30
1563,202741,Closed,-996,0,-691.0,-667.0,0,106231.5,,,0.0,Consumer credit,-664
1564,202741,Closed,-632,0,-260.0,-260.0,0,141030.0,0.0,,0.0,Consumer credit,-245
1565,202741,Active,-490,0,-292.0,,0,1840324.5,,,0.0,Mortgage,-472
1566,202741,Active,-229,0,135.0,,0,103719.06,45617.535,0.0,0.0,Consumer credit,-7
1570,259047,Active,-22,0,1076.0,,0,67500.0,6966.0,0.0,0.0,Credit card,-7
1572,259047,Active,-893,0,,,0,247500.0,,,0.0,Credit card,-4
1573,259047,Active,-264,0,1556.0,,0,585000.0,479151.0,,0.0,Credit card,-2
1574,259047,Closed,-309,0,56.0,-247.0,0,13545.0,0.0,0.0,0.0,Consumer credit,-247
1579,332141,Closed,-1353,0,-1048.0,-1031.0,0,22059.0,0.0,0.0,0.0,Consumer credit,-714
1581,332141,Closed,-836,0,-471.0,-743.0,0,41643.0,0.0,0.0,0.0,Consumer credit,-742
1588,116304,Closed,-1199,0,12911.0,-754.0,0,225000.0,0.0,0.0,0.0,Credit card,-738
1590,116304,Active,-751,0,344.0,,0,540000.0,448024.5,0.0,0.0,Consumer credit,-475
1591,137276,Active,-1435,0,379.0,,0,360000.0,77998.5,0.0,0.0,Consumer credit,-1
1592,137276,Active,-1485,0,341.0,,0,738000.0,89262.0,0.0,0.0,Consumer credit,-29
1593,126380,Closed,-1169,0,-800.0,-757.0,0,100552.5,0.0,0.0,0.0,Consumer credit,-690
1595,126380,Active,-473,0,-107.0,,0,69637.5,4.5,0.0,0.0,Consumer credit,-126
1596,126380,Closed,-1800,0,-1435.0,-1350.0,0,74925.0,0.0,,0.0,Consumer credit,-1350
1603,233157,Closed,-405,0,-121.0,-121.0,0,1256400.0,0.0,0.0,0.0,Consumer credit,-115
1604,233157,Active,-48,0,1045.0,,0,58500.0,52456.5,0.0,0.0,Credit card,-7
1609,233157,Closed,-405,0,,-82.0,0,0.0,0.0,0.0,0.0,Credit card,-82
1610,271120,Active,-495,0,1335.0,,0,675000.0,556025.535,0.0,0.0,Consumer credit,-7
